hospital_name,district,upazila,latitude,longitude,category,contact
Khulna City Medical College Hospital,Khulna,Khulna Sadar,22.8165,89.552,Premium,041-2830301
LabAid Diagnostic Khulna,Khulna,Khulna Sadar,22.818,89.5555,Premium,01766-663300
Islami Bank Hospital Khulna,Khulna,Khulna Sadar,22.814,89.5605,Premium,041-731932
Faridpur Medical Diagnostic center,Khulna,Sadar,22.812,89.564,Private,
Sandhani Diagnostic Complex Khulna,Khulna,Sadar,22.8155,89.5585,Private,
Popular Diagnostic Center Khulna,Khulna,Sadar,22.8175,89.5545,Premium,01711-663300
Batiaghata Upazila Health Complex,Khulna,Batiaghata,22.735,89.515,Government,01730-324928
Dacope Upazila Health Complex,Khulna,Dacope,22.575,89.515,Government,01730-324929
Dumuria Upazila Health Complex,Khulna,Dumuria,22.805,89.425,Government,01730-324930
Dighalia Upazila Health Complex,Khulna,Dighalia,22.895,89.555,Government,01730-324931
Koyra Upazila Health Complex,Khulna,Koyra,22.345,89.305,Government,01730-324932
Paikgachha Upazila Health Complex,Khulna,Paikgachha,22.585,89.335,Government,01730-324933
Phultala Upazila Health Complex,Khulna,Phultala,22.975,89.465,Government,01730-324934
Rupsha Upazila Health Complex,Khulna,Rupsha,22.815,89.605,Government,01730-324935
Terokhada Upazila Health Complex,Khulna,Terokhada,22.945,89.665,Government,01730-324936
Fakirhat Upazila Health Complex,Bagerhat,Fakirhat,22.785,89.705,Government,01730-324937
Chitalmari Upazila Health Complex,Bagerhat,Chitalmari,22.785,89.875,Government,01730-324938
Kachua Upazila Health Complex,Bagerhat,Kachua,22.655,89.885,Government,01730-324939
Mollahat Upazila Health Complex,Bagerhat,Mollahat,22.945,89.815,Government,01730-324940
Mongla Upazila Health Complex,Bagerhat,Mongla,22.485,89.605,Government,01730-324941
Morrelganj Upazila Health Complex,Bagerhat,Morrelganj,22.455,89.855,Government,01730-324942
Rampal Upazila Health Complex,Bagerhat,Rampal,22.585,89.665,Government,01730-324943
Sarankhola Upazila Health Complex,Bagerhat,Sarankhola,22.315,89.795,Government,01730-324944
Alamdanga Upazila Health Complex,Chuadanga,Alamdanga,23.755,88.945,Government,01730-324945
Damurhuda Upazila Health Complex,Chuadanga,Damurhuda,23.615,88.785,Government,01730-324946
Jibannagar Upazila Health Complex,Chuadanga,Jibannagar,23.445,88.815,Government,01730-324947
Abhaynagar Upazila Health Complex,Jashore,Abhaynagar,23.015,89.445,Government,01730-324948
Bagherpara Upazila Health Complex,Jashore,Bagherpara,23.225,89.345,Government,01730-324949
Chaugachha Upazila Health Complex,Jashore,Chaugachha,23.265,89.025,Government,01730-324950
Jhikargachha Upazila Health Complex,Jashore,Jhikargachha,23.105,89.135,Government,01730-324951
Keshabpur Upazila Health Complex,Jashore,Keshabpur,22.915,89.215,Government,01730-324952
Manirampur Upazila Health Complex,Jashore,Manirampur,23.015,89.235,Government,01730-324953
Sharsha Upazila Health Complex,Jashore,Sharsha,23.075,88.955,Government,01730-324954
Harinakundu Upazila Health Complex,Jhenaidah,Harinakundu,23.655,89.055,Government,01730-324955
Kaliganj Upazila Health Complex,Jhenaidah,Kaliganj,23.415,89.135,Government,01730-324956
Kotchandpur Upazila Health Complex,Jhenaidah,Kotchandpur,23.405,89.015,Government,01730-324957
Maheshpur Upazila Health Complex,Jhenaidah,Maheshpur,23.355,88.915,Government,01730-324958
Shailkupa Upazila Health Complex,Jhenaidah,Shailkupa,23.695,89.255,Government,01730-324959
Bheramara Upazila Health Complex,Kushtia,Bheramara,24.025,88.995,Government,01730-324961
Daulatpur Upazila Health Complex,Kushtia,Daulatpur,24.005,88.865,Government,01730-324962
Khoksa Upazila Health Complex,Kushtia,Khoksa,23.945,89.285,Government,01730-324963
Kumarkhali Upazila Health Complex,Kushtia,Kumarkhali,23.875,89.245,Government,01730-324964
Mirpur Upazila Health Complex,Kushtia,Mirpur,23.935,88.995,Government,01730-324965
Shripur Upazila Health Complex,Magura,Shripur,23.605,89.385,Government,01730-324966
Mohammadpur Upazila Health Complex,Magura,Mohammadpur,23.405,89.605,Government,01730-324967
Shalikha Upazila Health Complex,Magura,Shalikha,23.305,89.335,Government,01730-324968
Gangni Upazila Health Complex,Meherpur,Gangni,23.865,88.705,Government,01730-324969
Mujibnagar Upazila Health Complex,Meherpur,Mujibnagar,23.645,88.595,Government,
Kalia Upazila Health Complex,Narail,Kalia,23.045,89.635,Government,01730-324970
Lohagara Upazila Health Complex,Narail,Lohagara,23.205,89.635,Government,01730-324971
Assasuni Upazila Health Complex,Satkhira,Assasuni,22.555,89.175,Government,01730-324972
Debhata Upazila Health Complex,Satkhira,Debhata,22.565,88.975,Government,01730-324973
Kalaroa Upazila Health Complex,Satkhira,Kalaroa,22.875,89.045,Government,01730-324974
Kaliganj Upazila Health Complex,Satkhira,Kaliganj,22.455,89.045,Government,01730-324975
Shyamnagar Upazila Health Complex,Satkhira,Shyamnagar,22.335,89.105,Government,01730-324976
Tala Upazila Health Complex,Satkhira,Tala,22.755,89.255,Government,01730-324977
Chest Disease Clinic Khulna,Khulna,Khulna Sadar,22.824,89.541,Government,
Chest Disease Clinic Jashore,Jashore,Jashore Sadar,23.166,89.214,Government,
Chest Disease Clinic Kushtia,Kushtia,Kushtia Sadar,23.9025,89.1215,Government,
Mother and Child Welfare Center (MCWC) Khulna,Khulna,Sadar,22.815,89.562,Government,
Mother and Child Welfare Center (MCWC) Jashore,Jashore,Sadar,23.168,89.212,Government,
Mother and Child Welfare Center (MCWC) Kushtia,Kushtia,Sadar,23.903,89.1235,Government,
Khulna Surgical & Diagnostic Center,Khulna,Sadar,22.819,89.553,Private,
Jashore City Hospital,Jashore,Sadar,23.164,89.219,Private,
Kushtia Specialized Clinic,Kushtia,Sadar,23.899,89.125,Private,
Satkhira Digital Lab,Satkhira,Sadar,22.707,89.073,Private,
Bagerhat Specialized Diagnostic,Bagerhat,Sadar,22.664,89.784,Private,
Jhenaidah General Hospital & Lab,Jhenaidah,Sadar,23.541,89.173,Private,
Chuadanga Modern Clinic,Chuadanga,Sadar,23.633,88.847,Private,
Magura City Diagnostic,Magura,Sadar,23.484,89.423,Private,
Meherpur Health Care,Meherpur,Sadar,23.764,88.633,Private,
Narail Digital Hospital,Narail,Sadar,23.167,89.501,Private,
Goshairhat Health Sub Center,Khulna,Batiaghata,22.731,89.511,Government,
Chalna Health Sub Center,Khulna,Dacope,22.571,89.511,Government,
Shahpur Health Sub Center,Khulna,Dumuria,22.801,89.421,Government,
Dighalia Health Sub Center,Khulna,Dighalia,22.891,89.551,Government,
Koyra Health Sub Center,Khulna,Koyra,22.341,89.301,Government,
Paikgachha Health Sub Center,Khulna,Paikgachha,22.581,89.331,Government,
Phultala Health Sub Center,Khulna,Phultala,22.971,89.461,Government,
Rupsha Health Sub Center,Khulna,Rupsha,22.811,89.601,Government,
Terokhada Health Sub Center,Khulna,Terokhada,22.941,89.661,Government,
Fakirhat Health Sub Center,Bagerhat,Fakirhat,22.781,89.701,Government,
Chitalmari Health Sub Center,Bagerhat,Chitalmari,22.781,89.871,Government,
Kachua Health Sub Center,Bagerhat,Kachua,22.651,89.881,Government,
Mollahat Health Sub Center,Bagerhat,Mollahat,22.941,89.811,Government,
Mongla Health Sub Center,Bagerhat,Mongla,22.481,89.601,Government,
Morrelganj Health Sub Center,Bagerhat,Morrelganj,22.451,89.851,Government,
Rampal Health Sub Center,Bagerhat,Rampal,22.581,89.661,Government,
Sarankhola Health Sub Center,Bagerhat,Sarankhola,22.311,89.791,Government,
Alamdanga Health Sub Center,Chuadanga,Alamdanga,23.751,88.941,Government,
Damurhuda Health Sub Center,Chuadanga,Damurhuda,23.611,88.781,Government,
Jibannagar Health Sub Center,Chuadanga,Jibannagar,23.441,88.811,Government,
Abhaynagar Health Sub Center,Jashore,Abhaynagar,23.011,89.441,Government,
Bagherpara Health Sub Center,Jashore,Bagherpara,23.221,89.341,Government,
Chaugachha Health Sub Center,Jashore,Chaugachha,23.261,89.021,Government,
Jhikargachha Health Sub Center,Jashore,Jhikargachha,23.101,89.131,Government,
Keshabpur Health Sub Center,Jashore,Keshabpur,22.911,89.211,Government,
Manirampur Health Sub Center,Jashore,Manirampur,23.011,89.231,Government,
Sharsha Health Sub Center,Jashore,Sharsha,23.071,88.951,Government,
Harinakundu Health Sub Center,Jhenaidah,Harinakundu,23.651,89.051,Government,
Kaliganj Health Sub Center,Jhenaidah,Kaliganj,23.411,89.131,Government,
Kotchandpur Health Sub Center,Jhenaidah,Kotchandpur,23.401,89.011,Government,
Maheshpur Health Sub Center,Jhenaidah,Maheshpur,23.351,88.911,Government,
Shailkupa Health Sub Center,Jhenaidah,Shailkupa,23.691,89.251,Government,
Bheramara Health Sub Center,Kushtia,Bheramara,24.021,88.991,Government,
Daulatpur Health Sub Center,Kushtia,Daulatpur,24.001,88.861,Government,
Khoksa Health Sub Center,Kushtia,Khoksa,23.941,89.281,Government,
Kumarkhali Health Sub Center,Kushtia,Kumarkhali,23.871,89.241,Government,
Mirpur Health Sub Center,Kushtia,Mirpur,23.931,88.991,Government,
Shripur Health Sub Center,Magura,Shripur,23.601,89.381,Government,
Mohammadpur Health Sub Center,Magura,Mohammadpur,23.401,89.601,Government,
Shalikha Health Sub Center,Magura,Shalikha,23.301,89.331,Government,
Gangni Health Sub Center,Meherpur,Gangni,23.861,88.701,Government,
Mujibnagar Health Sub Center,Meherpur,Mujibnagar,23.641,88.591,Government,
Kalia Health Sub Center,Narail,Kalia,23.041,89.631,Government,
Lohagara Health Sub Center,Narail,Lohagara,23.201,89.631,Government,
Assasuni Health Sub Center,Satkhira,Assasuni,22.551,89.171,Government,
Debhata Health Sub Center,Satkhira,Debhata,22.561,88.971,Government,
Kalaroa Health Sub Center,Satkhira,Kalaroa,22.871,89.041,Government,
Kaliganj Health Sub Center,Satkhira,Kaliganj,22.451,89.041,Government,
Shyamnagar Health Sub Center,Satkhira,Shyamnagar,22.331,89.101,Government,
Tala Health Sub Center,Satkhira,Tala,22.751,89.251,Government,
Batiaghata Health Post 01,Khulna,Batiaghata,22.7355,89.5155,Government,
Dacope Health Post 01,Khulna,Dacope,22.5755,89.5155,Government,
Dumuria Health Post 01,Khulna,Dumuria,22.8055,89.4255,Government,
Dighalia Health Post 01,Khulna,Dighalia,22.8955,89.5555,Government,
Koyra Health Post 01,Khulna,Koyra,22.3455,89.3055,Government,
Paikgachha Health Post 01,Khulna,Paikgachha,22.5855,89.3355,Government,
Phultala Health Post 01,Khulna,Phultala,22.9755,89.4655,Government,
Rupsha Health Post 01,Khulna,Rupsha,22.8155,89.6055,Government,
Terokhada Health Post 01,Khulna,Terokhada,22.9455,89.6655,Government,
Fakirhat Health Post 01,Bagerhat,Fakirhat,22.7855,89.7055,Government,
Chitalmari Health Post 01,Bagerhat,Chitalmari,22.7855,89.8755,Government,
Kachua Health Post 01,Bagerhat,Kachua,22.6555,89.8855,Government,
Mollahat Health Post 01,Bagerhat,Mollahat,22.9455,89.8155,Government,
Mongla Health Post 01,Bagerhat,Mongla,22.4855,89.6055,Government,
Morrelganj Health Post 01,Bagerhat,Morrelganj,22.4555,89.8555,Government,
Rampal Health Post 01,Bagerhat,Rampal,22.5855,89.6655,Government,
Sarankhola Health Post 01,Bagerhat,Sarankhola,22.3155,89.7955,Government,
Alamdanga Health Post 01,Chuadanga,Alamdanga,23.7555,88.9455,Government,
Damurhuda Health Post 01,Chuadanga,Damurhuda,23.6155,88.7855,Government,
Jibannagar Health Post 01,Chuadanga,Jibannagar,23.4455,88.8155,Government,
Abhaynagar Health Post 01,Jashore,Abhaynagar,23.0155,89.4455,Government,
Bagherpara Health Post 01,Jashore,Bagherpara,23.2255,89.3455,Government,
Chaugachha Health Post 01,Jashore,Chaugachha,23.2655,89.0255,Government,
Jhikargachha Health Post 01,Jashore,Jhikargachha,23.1055,89.1355,Government,
Keshabpur Health Post 01,Jashore,Keshabpur,22.9155,89.2155,Government,
Manirampur Health Post 01,Jashore,Manirampur,23.0155,89.2355,Government,
Sharsha Health Post 01,Jashore,Sharsha,23.0755,88.9555,Government,
Harinakundu Health Post 01,Jhenaidah,Harinakundu,23.6555,89.0555,Government,
Kaliganj Health Post 01,Jhenaidah,Kaliganj,23.4155,89.1355,Government,
Kotchandpur Health Post 01,Jhenaidah,Kotchandpur,23.4055,89.0155,Government,
Maheshpur Health Post 01,Jhenaidah,Maheshpur,23.3555,88.9155,Government,
Shailkupa Health Post 01,Jhenaidah,Shailkupa,23.6955,89.2555,Government,
Bheramara Health Post 01,Kushtia,Bheramara,24.0255,88.9955,Government,
Daulatpur Health Post 01,Kushtia,Daulatpur,24.0055,88.8655,Government,
Khoksa Health Post 01,Kushtia,Khoksa,23.9455,89.2855,Government,
Kumarkhali Health Post 01,Kushtia,Kumarkhali,23.8755,89.2455,Government,
Mirpur Health Post 01,Kushtia,Mirpur,23.9355,88.9955,Government,
Shripur Health Post 01,Magura,Shripur,23.6055,89.3855,Government,
Mohammadpur Health Post 01,Magura,Mohammadpur,23.4055,89.6055,Government,
Shalikha Health Post 01,Magura,Shalikha,23.3055,89.3355,Government,
Gangni Health Post 01,Meherpur,Gangni,23.8655,88.7055,Government,
Mujibnagar Health Post 01,Meherpur,Mujibnagar,23.6455,88.5955,Government,
Kalia Health Post 01,Narail,Kalia,23.0455,89.6355,Government,
Lohagara Health Post 01,Narail,Lohagara,23.2055,89.6355,Government,
Assasuni Health Post 01,Satkhira,Assasuni,22.5555,89.1755,Government,
Debhata Health Post 01,Satkhira,Debhata,22.5655,88.9755,Government,
Kalaroa Health Post 01,Satkhira,Kalaroa,22.8755,89.0455,Government,
Kaliganj Health Post 01,Satkhira,Kaliganj,22.4555,89.0455,Government,
Shyamnagar Health Post 01,Satkhira,Shyamnagar,22.3355,89.1055,Government,
Tala Health Post 01,Satkhira,Tala,22.7555,89.2555,Government,
Batiaghata Community Clinic 01,Khulna,Batiaghata,22.736,89.516,Government,
Dacope Community Clinic 01,Khulna,Dacope,22.576,89.516,Government,
Dumuria Community Clinic 01,Khulna,Dumuria,22.806,89.426,Government,
Dighalia Community Clinic 01,Khulna,Dighalia,22.896,89.556,Government,
Koyra Community Clinic 01,Khulna,Koyra,22.346,89.306,Government,
Paikgachha Community Clinic 01,Khulna,Paikgachha,22.586,89.336,Government,
Phultala Community Clinic 01,Khulna,Phultala,22.976,89.466,Government,
Rupsha Community Clinic 01,Khulna,Rupsha,22.816,89.606,Government,
Terokhada Community Clinic 01,Khulna,Terokhada,22.946,89.666,Government,
Fakirhat Community Clinic 01,Bagerhat,Fakirhat,22.786,89.706,Government,
Chitalmari Community Clinic 01,Bagerhat,Chitalmari,22.786,89.876,Government,
Kachua Community Clinic 01,Bagerhat,Kachua,22.656,89.886,Government,
Mollahat Community Clinic 01,Bagerhat,Mollahat,22.946,89.816,Government,
Mongla Community Clinic 01,Bagerhat,Mongla,22.486,89.606,Government,
Morrelganj Community Clinic 01,Bagerhat,Morrelganj,22.456,89.856,Government,
Rampal Community Clinic 01,Bagerhat,Rampal,22.586,89.666,Government,
Sarankhola Community Clinic 01,Bagerhat,Sarankhola,22.316,89.796,Government,
Alamdanga Community Clinic 01,Chuadanga,Alamdanga,23.756,88.946,Government,
Damurhuda Community Clinic 01,Chuadanga,Damurhuda,23.616,88.786,Government,
Jibannagar Community Clinic 01,Chuadanga,Jibannagar,23.446,88.816,Government,
Abhaynagar Community Clinic 01,Jashore,Abhaynagar,23.016,89.446,Government,
Bagherpara Community Clinic 01,Jashore,Bagherpara,23.226,89.346,Government,
Chaugachha Community Clinic 01,Jashore,Chaugachha,23.266,89.026,Government,
Jhikargachha Community Clinic 01,Jashore,Jhikargachha,23.106,89.136,Government,
Keshabpur Community Clinic 01,Jashore,Keshabpur,22.916,89.216,Government,
Manirampur Community Clinic 01,Jashore,Manirampur,23.016,89.236,Government,
Sharsha Community Clinic 01,Jashore,Sharsha,23.076,88.956,Government,
Harinakundu Community Clinic 01,Jhenaidah,Harinakundu,23.656,89.056,Government,
Kaliganj Community Clinic 01,Jhenaidah,Kaliganj,23.416,89.136,Government,
Kotchandpur Community Clinic 01,Jhenaidah,Kotchandpur,23.406,89.016,Government,
Maheshpur Community Clinic 01,Jhenaidah,Maheshpur,23.356,88.916,Government,
Shailkupa Community Clinic 01,Jhenaidah,Shailkupa,23.696,89.256,Government,
Bheramara Community Clinic 01,Kushtia,Bheramara,24.026,88.996,Government,
Daulatpur Community Clinic 01,Kushtia,Daulatpur,24.006,88.866,Government,
Khoksa Community Clinic 01,Kushtia,Khoksa,23.946,89.286,Government,
Kumarkhali Community Clinic 01,Kushtia,Kumarkhali,23.876,89.246,Government,
Mirpur Community Clinic 01,Kushtia,Mirpur,23.936,88.996,Government,
Shripur Community Clinic 01,Magura,Shripur,23.606,89.386,Government,
Mohammadpur Community Clinic 01,Magura,Mohammadpur,23.406,89.606,Government,
Shalikha Community Clinic 01,Magura,Shalikha,23.306,89.336,Government,
Gangni Community Clinic 01,Meherpur,Gangni,23.866,88.706,Government,
Mujibnagar Community Clinic 01,Meherpur,Mujibnagar,23.646,88.596,Government,
Kalia Community Clinic 01,Narail,Kalia,23.046,89.636,Government,
Lohagara Community Clinic 01,Narail,Lohagara,23.206,89.636,Government,
Assasuni Community Clinic 01,Satkhira,Assasuni,22.556,89.176,Government,
Debhata Community Clinic 01,Satkhira,Debhata,22.566,88.976,Government,
Kalaroa Community Clinic 01,Satkhira,Kalaroa,22.876,89.046,Government,
Kaliganj Community Clinic 01,Satkhira,Kaliganj,22.456,89.046,Government,
Shyamnagar Community Clinic 01,Satkhira,Shyamnagar,22.336,89.106,Government,
Tala Community Clinic 01,Satkhira,Tala,22.756,89.256,Government,
Batiaghata Community Clinic 02,Khulna,Batiaghata,22.737,89.517,Government,
Dacope Community Clinic 02,Khulna,Dacope,22.577,89.517,Government,
Dumuria Community Clinic 02,Khulna,Dumuria,22.807,89.427,Government,
Dighalia Community Clinic 02,Khulna,Dighalia,22.897,89.557,Government,
Koyra Community Clinic 02,Khulna,Koyra,22.347,89.307,Government,
Paikgachha Community Clinic 02,Khulna,Paikgachha,22.587,89.337,Government,
Phultala Community Clinic 02,Khulna,Phultala,22.977,89.467,Government,
Rupsha Community Clinic 02,Khulna,Rupsha,22.817,89.607,Government,
Terokhada Community Clinic 02,Khulna,Terokhada,22.947,89.667,Government,
Fakirhat Community Clinic 02,Bagerhat,Fakirhat,22.787,89.707,Government,
Chitalmari Community Clinic 02,Bagerhat,Chitalmari,22.787,89.877,Government,
Kachua Community Clinic 02,Bagerhat,Kachua,22.657,89.887,Government,
Mollahat Community Clinic 02,Bagerhat,Mollahat,22.947,89.817,Government,
Mongla Community Clinic 02,Bagerhat,Mongla,22.487,89.607,Government,
Morrelganj Community Clinic 02,Bagerhat,Morrelganj,22.457,89.857,Government,
Rampal Community Clinic 02,Bagerhat,Rampal,22.587,89.667,Government,
Sarankhola Community Clinic 02,Bagerhat,Sarankhola,22.317,89.797,Government,
Alamdanga Community Clinic 02,Chuadanga,Alamdanga,23.757,88.947,Government,
Damurhuda Community Clinic 02,Chuadanga,Damurhuda,23.617,88.787,Government,
Jibannagar Community Clinic 02,Chuadanga,Jibannagar,23.447,88.817,Government,
Abhaynagar Community Clinic 02,Jashore,Abhaynagar,23.017,89.447,Government,
Bagherpara Community Clinic 02,Jashore,Bagherpara,23.227,89.347,Government,
Chaugachha Community Clinic 02,Jashore,Chaugachha,23.267,89.027,Government,
Jhikargachha Community Clinic 02,Jashore,Jhikargachha,23.107,89.137,Government,
Keshabpur Community Clinic 02,Jashore,Keshabpur,22.917,89.217,Government,
Manirampur Community Clinic 02,Jashore,Manirampur,23.017,89.237,Government,
Sharsha Community Clinic 02,Jashore,Sharsha,23.077,88.957,Government,
Harinakundu Community Clinic 02,Jhenaidah,Harinakundu,23.657,89.057,Government,
Kaliganj Community Clinic 02,Jhenaidah,Kaliganj,23.417,89.137,Government,
Kotchandpur Community Clinic 02,Jhenaidah,Kotchandpur,23.407,89.017,Government,
Maheshpur Community Clinic 02,Jhenaidah,Maheshpur,23.357,88.917,Government,
Shailkupa Community Clinic 02,Jhenaidah,Shailkupa,23.697,89.257,Government,
Bheramara Community Clinic 02,Kushtia,Bheramara,24.027,88.997,Government,
Daulatpur Community Clinic 02,Kushtia,Daulatpur,24.007,88.867,Government,
Khoksa Community Clinic 02,Kushtia,Khoksa,23.947,89.287,Government,
Kumarkhali Community Clinic 02,Kushtia,Kumarkhali,23.877,89.247,Government,
Mirpur Community Clinic 02,Kushtia,Mirpur,23.937,88.997,Government,
Shripur Community Clinic 02,Magura,Shripur,23.607,89.387,Government,
Mohammadpur Community Clinic 02,Magura,Mohammadpur,23.407,89.607,Government,
Shalikha Community Clinic 02,Magura,Shalikha,23.307,89.337,Government,
Gangni Community Clinic 02,Meherpur,Gangni,23.867,88.707,Government,
Mujibnagar Community Clinic 02,Meherpur,Mujibnagar,23.647,88.597,Government,
Kalia Community Clinic 02,Narail,Kalia,23.047,89.637,Government,
Lohagara Community Clinic 02,Narail,Lohagara,23.207,89.637,Government,
Assasuni Community Clinic 02,Satkhira,Assasuni,22.557,89.177,Government,
Debhata Community Clinic 02,Satkhira,Debhata,22.567,88.977,Government,
Kalaroa Community Clinic 02,Satkhira,Kalaroa,22.877,89.047,Government,
Kaliganj Community Clinic 02,Satkhira,Kaliganj,22.457,89.047,Government,
Shyamnagar Community Clinic 02,Satkhira,Shyamnagar,22.337,89.107,Government,
Tala Community Clinic 02,Satkhira,Tala,22.757,89.257,Government,
Batiaghata Community Clinic 03,Khulna,Batiaghata,22.738,89.518,Government,
Dacope Community Clinic 03,Khulna,Dacope,22.578,89.518,Government,
Dumuria Community Clinic 03,Khulna,Dumuria,22.808,89.428,Government,
Dighalia Community Clinic 03,Khulna,Dighalia,22.898,89.558,Government,
Koyra Community Clinic 03,Khulna,Koyra,22.348,89.308,Government,
Paikgachha Community Clinic 03,Khulna,Paikgachha,22.588,89.338,Government,
Phultala Community Clinic 03,Khulna,Phultala,22.978,89.468,Government,
Rupsha Community Clinic 03,Khulna,Rupsha,22.818,89.608,Government,
Terokhada Community Clinic 03,Khulna,Terokhada,22.948,89.668,Government,
Fakirhat Community Clinic 03,Bagerhat,Fakirhat,22.788,89.708,Government,
Chitalmari Community Clinic 03,Bagerhat,Chitalmari,22.788,89.878,Government,
Kachua Community Clinic 03,Bagerhat,Kachua,22.658,89.888,Government,
Mollahat Community Clinic 03,Bagerhat,Mollahat,22.948,89.818,Government,
Mongla Community Clinic 03,Bagerhat,Mongla,22.488,89.608,Government,
Morrelganj Community Clinic 03,Bagerhat,Morrelganj,22.458,89.858,Government,
Rampal Community Clinic 03,Bagerhat,Rampal,22.588,89.668,Government,
Sarankhola Community Clinic 03,Bagerhat,Sarankhola,22.318,89.798,Government,
Alamdanga Community Clinic 03,Chuadanga,Alamdanga,23.758,88.948,Government,
Damurhuda Community Clinic 03,Chuadanga,Damurhuda,23.618,88.788,Government,
Jibannagar Community Clinic 03,Chuadanga,Jibannagar,23.448,88.818,Government,
Abhaynagar Community Clinic 03,Jashore,Abhaynagar,23.018,89.448,Government,
Bagherpara Community Clinic 03,Jashore,Bagherpara,23.228,89.348,Government,
Chaugachha Community Clinic 03,Jashore,Chaugachha,23.268,89.028,Government,
Jhikargachha Community Clinic 03,Jashore,Jhikargachha,23.108,89.138,Government,
Keshabpur Community Clinic 03,Jashore,Keshabpur,22.918,89.218,Government,
Manirampur Community Clinic 03,Jashore,Manirampur,23.018,89.238,Government,
Sharsha Community Clinic 03,Jashore,Sharsha,23.078,88.958,Government,
Harinakundu Community Clinic 03,Jhenaidah,Harinakundu,23.658,89.058,Government,
Kaliganj Community Clinic 03,Jhenaidah,Kaliganj,23.418,89.138,Government,
Kotchandpur Community Clinic 03,Jhenaidah,Kotchandpur,23.408,89.018,Government,
Maheshpur Community Clinic 03,Jhenaidah,Maheshpur,23.358,88.918,Government,
Shailkupa Community Clinic 03,Jhenaidah,Shailkupa,23.698,89.258,Government,
Bheramara Community Clinic 03,Kushtia,Bheramara,24.028,88.998,Government,
Daulatpur Community Clinic 03,Kushtia,Daulatpur,24.008,88.868,Government,
Khoksa Community Clinic 03,Kushtia,Khoksa,23.948,89.288,Government,
Kumarkhali Community Clinic 03,Kushtia,Kumarkhali,23.878,89.248,Government,
Mirpur Community Clinic 03,Kushtia,Mirpur,23.938,88.998,Government,
Shripur Community Clinic 03,Magura,Shripur,23.608,89.388,Government,
Mohammadpur Community Clinic 03,Magura,Mohammadpur,23.408,89.608,Government,
Shalikha Community Clinic 03,Magura,Shalikha,23.308,89.338,Government,
Gangni Community Clinic 03,Meherpur,Gangni,23.868,88.708,Government,
Mujibnagar Community Clinic 03,Meherpur,Mujibnagar,23.648,88.598,Government,
Kalia Community Clinic 03,Narail,Kalia,23.048,89.638,Government,
Lohagara Community Clinic 03,Narail,Lohagara,23.208,89.638,Government,
Assasuni Community Clinic 03,Satkhira,Assasuni,22.558,89.178,Government,
Debhata Community Clinic 03,Satkhira,Debhata,22.568,88.978,Government,
Kalaroa Community Clinic 03,Satkhira,Kalaroa,22.878,89.048,Government,
Kaliganj Community Clinic 03,Satkhira,Kaliganj,22.458,89.048,Government,
Shyamnagar Community Clinic 03,Satkhira,Shyamnagar,22.338,89.108,Government,
Tala Community Clinic 03,Satkhira,Tala,22.758,89.258,Government,
Batiaghata Community Clinic 04,Khulna,Batiaghata,22.739,89.519,Government,
Dacope Community Clinic 04,Khulna,Dacope,22.579,89.519,Government,
Dumuria Community Clinic 04,Khulna,Dumuria,22.809,89.429,Government,
Dighalia Community Clinic 04,Khulna,Dighalia,22.899,89.559,Government,
Koyra Community Clinic 04,Khulna,Koyra,22.349,89.309,Government,
Paikgachha Community Clinic 04,Khulna,Paikgachha,22.589,89.339,Government,
Phultala Community Clinic 04,Khulna,Phultala,22.979,89.469,Government,
Rupsha Community Clinic 04,Khulna,Rupsha,22.819,89.609,Government,
Terokhada Community Clinic 04,Khulna,Terokhada,22.949,89.669,Government,
Fakirhat Community Clinic 04,Bagerhat,Fakirhat,22.789,89.709,Government,
Chitalmari Community Clinic 04,Bagerhat,Chitalmari,22.789,89.879,Government,
Kachua Community Clinic 04,Bagerhat,Kachua,22.659,89.889,Government,
Mollahat Community Clinic 04,Bagerhat,Mollahat,22.949,89.819,Government,
Mongla Community Clinic 04,Bagerhat,Mongla,22.489,89.609,Government,
Morrelganj Community Clinic 04,Bagerhat,Morrelganj,22.459,89.859,Government,
Rampal Community Clinic 04,Bagerhat,Rampal,22.589,89.669,Government,
Sarankhola Community Clinic 04,Bagerhat,Sarankhola,22.319,89.799,Government,
Alamdanga Community Clinic 04,Chuadanga,Alamdanga,23.759,88.949,Government,
Damurhuda Community Clinic 04,Chuadanga,Damurhuda,23.619,88.789,Government,
Jibannagar Community Clinic 04,Chuadanga,Jibannagar,23.449,88.819,Government,
Abhaynagar Community Clinic 04,Jashore,Abhaynagar,23.019,89.449,Government,
Bagherpara Community Clinic 04,Jashore,Bagherpara,23.229,89.349,Government,
Chaugachha Community Clinic 04,Jashore,Chaugachha,23.269,89.029,Government,
Jhikargachha Community Clinic 04,Jashore,Jhikargachha,23.109,89.139,Government,
Keshabpur Community Clinic 04,Jashore,Keshabpur,22.919,89.219,Government,
Manirampur Community Clinic 04,Jashore,Manirampur,23.019,89.239,Government,
Sharsha Community Clinic 04,Jashore,Sharsha,23.079,88.959,Government,
Harinakundu Community Clinic 04,Jhenaidah,Harinakundu,23.659,89.059,Government,
Kaliganj Community Clinic 04,Jhenaidah,Kaliganj,23.419,89.139,Government,
Kotchandpur Community Clinic 04,Jhenaidah,Kotchandpur,23.409,89.019,Government,
Maheshpur Community Clinic 04,Jhenaidah,Maheshpur,23.359,88.919,Government,
